Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,Oceania,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",He/she should express his/her disagreement by using words of respect and should do so in a private conversation.,0.7800,0.8800,1.0000,0.9200,0.8800,0.8300,0.8900,0.9500,0.8600,0.8100,0.8800,0.8600,0.9000,0.7800,0.8600,0.9200,0.8600,0.8600,0.8500,1.0000,0.8700,0.8900,0.8700,0.8700,0.8800,0.8800,0.8900,0.8800,0.9600,0.9100,0.9000,0.8300,0.8900,0.8200,0.8300,0.8700,0.8300,0.8900,0.8900,0.9100,0.8000,0.9100
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?","Acknowledge that it's an authority figure and people have their reasons to trust him/her, but the person has a different opinion. Proceed to explain what they think.",0.7800,0.8600,0.9600,0.9100,0.8700,0.7800,0.8900,0.9400,0.8300,0.8400,0.8800,0.8700,0.8600,0.7800,0.8900,0.8900,0.8700,0.8700,0.8400,0.9500,0.8700,0.8800,0.8800,0.8700,0.8800,0.8700,0.8800,0.8800,0.9600,0.8900,0.9100,0.8400,0.8900,0.8200,0.8300,0.8700,0.8300,0.8700,0.8900,0.9100,0.8000,0.9100
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?","The appropriate way is to declare up front and in a respectful manner that you do not agree and express your point of view clearly and respectfully. No shouting, insults, exaggerated gestures or gesticulations, or insults.",0.7700,0.8900,1.0000,0.9100,0.8800,0.9400,0.8300,0.9400,0.9200,0.9100,0.9200,0.9000,0.9000,0.8100,0.8900,0.9100,0.9000,0.8700,0.8600,1.0000,0.8900,0.9000,0.8700,0.8800,0.9000,0.8900,0.9200,0.8900,0.9600,0.9000,0.9400,0.8800,0.9000,0.7700,0.8300,0.8700,0.8600,0.8700,0.9000,0.9500,0.7800,0.9300
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?","Disagree in respectful manners. The person must give insights what could be wrong in the authority's opinion, and explain the reason why he/she thinks otherwise. ",0.7700,0.9000,1.0000,0.9100,0.8800,0.9400,0.8300,0.9400,0.9200,0.9100,0.9200,0.9000,0.9000,0.8100,0.8900,0.9000,0.9000,0.8700,0.8700,1.0000,0.8900,0.9000,0.8700,0.8800,0.9000,0.8900,0.9200,0.8900,0.9600,0.9000,0.9200,0.8800,0.9000,0.7700,0.8300,0.8700,0.8700,0.8700,0.9000,0.9500,0.7800,0.9300
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?","I believe that the appropriate way to express this is through a dialogue with arguments that is capable of highlighting differences of opinion and at the same time seeks to resolve them. Respect, active listening, empathy and, above all, mutual understanding must always prevail.",0.7700,0.9000,1.0000,0.9100,0.8900,0.9400,0.8900,0.9300,0.9200,0.9100,0.9100,0.9000,0.8800,0.8100,0.8900,0.9000,0.9000,0.8700,0.8700,1.0000,0.8900,0.8900,0.8400,0.8800,0.9000,0.8900,0.9200,0.8900,0.9600,0.9000,0.9300,0.8700,0.9100,0.7700,0.8300,0.8700,0.8400,0.8700,0.9000,0.9500,0.7800,0.9300
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Report this in a neutral and respectful manner. Everyone has the right to their own opinion.,0.7700,0.9000,1.0000,0.9000,0.8900,0.9400,0.8300,0.9300,0.9200,0.9100,0.9200,0.9000,0.9000,0.8100,0.8900,0.9000,0.8900,0.8700,0.8700,1.0000,0.9000,0.8900,0.8600,0.8800,0.9000,0.8900,0.9200,0.8900,0.9600,0.9000,0.9400,0.8800,0.9000,0.7700,0.8300,0.8700,0.8600,0.8700,0.9100,0.9500,0.7800,0.9300
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?","In our community, disagreeing with an authority figure requires respect and tact. One should express their disagreement politely, using phrases like 'I respectfully disagree' or 'May I offer an alternative perspective?' This approach shows deference while allowing for constructive dialogue.",0.7700,0.8900,1.0000,0.9200,0.8800,0.9400,0.8300,0.9400,0.9000,0.9100,0.9200,0.9000,0.9000,0.8100,0.8900,0.9000,0.8900,0.8700,0.8600,1.0000,0.8900,0.9000,0.8700,0.8800,0.9000,0.8900,0.9200,0.8900,0.9100,0.9000,0.9400,0.8700,0.9000,0.7700,0.8300,0.8700,0.8400,0.8600,0.9100,0.9500,0.7800,0.9300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"Yes AI should tailored in my local context but it is not necessary always it depends on situation , local context is more relevant to me.",0.6100,0.7900,0.8400,0.8400,0.7500,0.7000,0.7000,0.8800,0.7400,0.6700,0.7200,0.7700,0.7700,0.7600,0.7800,0.7900,0.7500,0.6900,0.7800,0.8600,0.7600,0.7600,0.7700,0.7600,0.7600,0.7700,0.6800,0.7700,0.8000,0.8000,0.7500,0.7000,0.8000,0.6200,0.7900,0.6500,0.6700,0.8600,0.7600,0.6100,0.6300,0.7500
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"I would like AI to understand my age, my ethnical and if possible getban understanding and challenges my peers go through and have good results on how to cope with the challenges ",0.6100,0.7400,0.8000,0.8300,0.7500,0.7000,0.6500,0.8600,0.7300,0.6400,0.7400,0.7500,0.8700,0.7600,0.7600,0.7900,0.7500,0.7500,0.7200,0.8100,0.7600,0.7500,0.7400,0.7600,0.7600,0.7600,0.6900,0.7700,0.8400,0.7900,0.7500,0.7200,0.7900,0.6500,0.6700,0.7100,0.6700,0.8800,0.7600,0.6100,0.6100,0.7300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,I think that AI tailoring their algorithm to the user would be smart as everyone has different needs and expectations from them so it would be more helpful. ,0.6100,0.7300,0.8000,0.8400,0.7500,0.6500,0.6500,0.8700,0.7400,0.6100,0.7200,0.7300,0.8500,0.7600,0.7400,0.7900,0.7500,0.7300,0.7100,0.8100,0.7600,0.7600,0.7600,0.7500,0.7600,0.7700,0.6800,0.7700,0.8000,0.7900,0.7500,0.7100,0.8000,0.6500,0.6700,0.7100,0.6600,0.8700,0.7600,0.6100,0.6100,0.7300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Yes. An Ai tailored to the local context would help to humanize the whole aspect. It would make users find Ai appealing rather than robotic. ,0.6100,0.7500,0.8000,0.8000,0.7300,0.7500,0.6500,0.8300,0.7400,0.7300,0.7400,0.7500,0.8100,0.7600,0.7400,0.7600,0.7400,0.7100,0.7300,0.8100,0.7400,0.7400,0.7700,0.7500,0.7300,0.7500,0.7000,0.7400,0.7600,0.7700,0.7000,0.7000,0.7700,0.6900,0.7500,0.6500,0.6600,0.8300,0.7200,0.6500,0.6100,0.7300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,It always helpful when AI brings-in local context. Principle of locality preference to be followed,0.6000,0.7500,0.7600,0.8500,0.7500,0.7000,0.6000,0.8800,0.7300,0.6700,0.7200,0.7400,0.8700,0.7900,0.7400,0.8000,0.7500,0.7200,0.7400,0.8100,0.7700,0.7600,0.7700,0.7600,0.7600,0.7700,0.6800,0.7800,0.8400,0.8000,0.7800,0.6900,0.8000,0.6500,0.7100,0.6500,0.6700,0.8400,0.7700,0.6100,0.6300,0.6600
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"I would like AI to be adapted to my local context, i.e. biology, which allows me to find relevant information and challenge my protocols.",0.6000,0.7400,0.8000,0.8500,0.7600,0.6000,0.6000,0.8800,0.7400,0.6400,0.7200,0.7200,0.8300,0.7600,0.7400,0.7900,0.7500,0.7300,0.7200,0.8100,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.6800,0.7800,0.8000,0.7900,0.7700,0.7100,0.8000,0.7300,0.6700,0.6500,0.6700,0.8400,0.7700,0.6100,0.6500,0.7300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"I would like my AI to be in tune with my local demographic,cultural aspects,lifestyle and standard aspirations of that particular nation/ demographic instead of taking a globalist worldview.",0.6000,0.7300,0.8000,0.8500,0.7600,0.6500,0.6000,0.8800,0.7400,0.6400,0.7200,0.7100,0.8500,0.7900,0.7200,0.7900,0.7600,0.7200,0.7100,0.8100,0.7600,0.7600,0.7600,0.7600,0.7600,0.7700,0.6800,0.7700,0.8000,0.7900,0.7800,0.7000,0.8100,0.6900,0.6700,0.6500,0.6600,0.8400,0.7800,0.6100,0.6300,0.7000
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"Yes, i would want my AI to be tailored according to my needs and local context in order to give me the most real world matching solution to my problems",0.6000,0.7500,0.8000,0.8400,0.7600,0.6000,0.6000,0.8800,0.7400,0.6400,0.7100,0.7200,0.8300,0.7600,0.7400,0.7900,0.7500,0.7300,0.7300,0.8100,0.7500,0.7600,0.7400,0.7600,0.7600,0.7700,0.6800,0.7700,0.8000,0.7800,0.7700,0.7000,0.8000,0.7300,0.6700,0.6500,0.6700,0.8400,0.7800,0.6100,0.6500,0.6800
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,"I hope AI can be tailored to the local environment I am in. For example, if I am in China, I hope AI's answers are more localized to China.",0.6000,0.7400,0.8000,0.8400,0.7600,0.6000,0.6500,0.8700,0.7400,0.6400,0.7300,0.7000,0.8500,0.7900,0.7100,0.7900,0.7500,0.7300,0.7200,0.8100,0.7600,0.7600,0.7600,0.7600,0.7600,0.7600,0.6800,0.7700,0.8000,0.7900,0.7600,0.7000,0.8100,0.6900,0.6700,0.6500,0.6600,0.8600,0.7700,0.6100,0.6300,0.7300
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,I think that AI should be aware of what is happening in the world now. That would be enough.,0.6000,0.7700,0.8400,0.8400,0.7500,0.6000,0.6000,0.8800,0.7000,0.6700,0.7200,0.7400,0.7900,0.7600,0.7700,0.7900,0.7400,0.7300,0.7400,0.8600,0.7500,0.7600,0.7700,0.7500,0.7600,0.7700,0.6800,0.7700,0.7600,0.7900,0.7800,0.7000,0.8100,0.6200,0.6700,0.6500,0.6700,0.8400,0.7800,0.7000,0.6100,0.7000
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Topics on diseases,0.4600,0.5400,0.6400,0.5800,0.5200,0.5300,0.6500,0.6000,0.4900,0.6600,0.5500,0.5400,0.5200,0.5200,0.5500,0.5600,0.5400,0.5500,0.5100,0.6200,0.5700,0.5100,0.5600,0.5500,0.5400,0.5800,0.4600,0.5200,0.4600,0.5600,0.4700,0.5600,0.5600,0.4800,0.5800,0.6500,0.5600,0.5300,0.5200,0.4800,0.5000,0.5500
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",I don’t think AI should limit itself. But I wouldn’t like it if it assumed that women of my background are a monolith ,0.4600,0.5100,0.6000,0.5500,0.5600,0.4700,0.6500,0.5700,0.4900,0.4700,0.5000,0.5400,0.4600,0.5200,0.5600,0.5400,0.5400,0.5600,0.4900,0.6200,0.5500,0.5300,0.5300,0.5800,0.5300,0.5600,0.4900,0.5200,0.5400,0.5400,0.5700,0.5100,0.5900,0.4800,0.5000,0.5300,0.5000,0.6100,0.5700,0.4800,0.4800,0.5900
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",There should be no such things. AI is a separate entity from human world. ,0.4600,0.5000,0.6000,0.5400,0.5300,0.4700,0.6000,0.5600,0.4800,0.5000,0.5000,0.5400,0.4600,0.5500,0.5600,0.5300,0.5200,0.5700,0.4600,0.6200,0.5400,0.5200,0.5000,0.5700,0.5200,0.5400,0.5000,0.5300,0.5800,0.5300,0.5400,0.5000,0.5600,0.4800,0.6300,0.4700,0.5500,0.5500,0.5400,0.5200,0.5000,0.5500
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",I don't think so,0.4500,0.5000,0.6800,0.5800,0.5200,0.6300,0.7000,0.5500,0.5200,0.6300,0.6100,0.5800,0.5800,0.7000,0.5800,0.5600,0.5600,0.6000,0.4500,0.6700,0.5800,0.5400,0.6100,0.5500,0.5600,0.5500,0.5800,0.5700,0.5400,0.5600,0.5000,0.5900,0.6000,0.4800,0.6300,0.5900,0.6100,0.5000,0.5200,0.6500,0.4800,0.6100
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?","- something that may influence what is wrong

- something that goes against the law

- something that is inappropriate (+18)
",0.4500,0.5000,0.6000,0.5300,0.5300,0.5800,0.6000,0.5400,0.5200,0.5900,0.5300,0.6000,0.5200,0.4500,0.6100,0.5500,0.5300,0.5400,0.4800,0.5700,0.5400,0.5300,0.4900,0.5700,0.5300,0.5300,0.5900,0.5400,0.5000,0.5500,0.5100,0.5200,0.5600,0.4800,0.5800,0.5900,0.5000,0.6200,0.5200,0.5200,0.4600,0.5000
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?","religious theme, violence, disrespect, contempt, offensive tone, agitation.",0.4400,0.5000,0.5600,0.5900,0.5800,0.5300,0.6000,0.6100,0.5100,0.5900,0.5800,0.4500,0.5600,0.5200,0.4400,0.5900,0.5800,0.5200,0.4800,0.5200,0.5700,0.5500,0.5600,0.5500,0.5700,0.5800,0.5900,0.5400,0.4600,0.5800,0.5700,0.5500,0.6000,0.4400,0.5000,0.6500,0.5200,0.6900,0.5900,0.4800,0.4600,0.6400
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?","Things that could harm people, such as it shouldn't tell me how to make a bomb or how to kill myself.",0.4400,0.4900,0.6000,0.5500,0.5500,0.5800,0.6000,0.5500,0.4800,0.5600,0.5200,0.5700,0.4400,0.5200,0.5700,0.5600,0.5300,0.5900,0.4500,0.5200,0.5600,0.5300,0.4400,0.5700,0.5500,0.5400,0.5200,0.5500,0.4600,0.5500,0.5000,0.5200,0.6000,0.4400,0.6700,0.5900,0.5000,0.6400,0.5500,0.4800,0.5000,0.5900
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?","pedophilia, murder",0.4400,0.4900,0.4800,0.5600,0.5400,0.5800,0.8000,0.5700,0.4900,0.6900,0.6000,0.4900,0.5000,0.5200,0.4700,0.5400,0.5400,0.5800,0.4900,0.4800,0.5400,0.5500,0.6400,0.5400,0.5400,0.5700,0.5500,0.5000,0.5000,0.5500,0.4900,0.5600,0.5900,0.4400,0.5400,0.7100,0.4800,0.5700,0.5300,0.4800,0.4600,0.7000
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",AI's replacing manpower ,0.4400,0.4700,0.5600,0.5500,0.5300,0.5800,0.6000,0.5600,0.4600,0.5300,0.5200,0.5500,0.4800,0.5200,0.5400,0.5300,0.5300,0.6000,0.4400,0.4800,0.5400,0.5300,0.4700,0.5700,0.5300,0.5300,0.5200,0.5400,0.6300,0.5600,0.4900,0.4700,0.6000,0.4800,0.6700,0.6500,0.5000,0.6200,0.5300,0.4800,0.4800,0.5700
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?","Humanity, religious content. Ai can’t help us with them ",0.4400,0.4800,0.6000,0.5800,0.5400,0.5300,0.6000,0.6000,0.4800,0.5000,0.5000,0.4900,0.4600,0.6100,0.4800,0.5600,0.5300,0.5300,0.4400,0.5700,0.5400,0.5300,0.5000,0.5500,0.5300,0.5300,0.5300,0.5300,0.5400,0.5300,0.5700,0.4900,0.5800,0.4400,0.5400,0.5900,0.4600,0.5800,0.5600,0.4800,0.4600,0.5500
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Looking at everyone involved and considering them. Researching the problem then looking at different options before deciding how best to solve the problem.,0.5200,0.5400,0.5800,0.5800,0.5700,0.5300,0.6000,0.5700,0.5200,0.5300,0.5800,0.5800,0.5900,0.6400,0.5900,0.5400,0.6000,0.6000,0.5200,0.5500,0.5900,0.5500,0.6500,0.5600,0.5700,0.5700,0.6100,0.5800,0.5800,0.5500,0.5800,0.5600,0.6300,0.7500,0.6300,0.5600,0.5400,0.6000,0.5600,0.5700,0.6600,0.6100
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,"Analyzing the problem situation, investigating and proposing possible solutions.",0.5000,0.5000,0.5000,0.5900,0.5900,0.5300,0.6000,0.5900,0.5000,0.5000,0.6000,0.5400,0.6100,0.6400,0.5300,0.5600,0.6100,0.6100,0.5000,0.5000,0.6000,0.5700,0.6300,0.5600,0.5900,0.5800,0.6100,0.5900,0.5800,0.5700,0.5900,0.5800,0.6200,0.7500,0.5800,0.6300,0.5700,0.6400,0.5800,0.6500,0.7000,0.6400
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Understanding the main reason of the problems or issues. Having a democratic approach on decision-making. Implementing solutions.,0.5000,0.5200,0.5400,0.5900,0.5800,0.5800,0.5500,0.6000,0.5000,0.5300,0.6000,0.5400,0.6500,0.5800,0.5200,0.5600,0.6100,0.5800,0.5100,0.5000,0.5800,0.5700,0.6800,0.5400,0.5800,0.5900,0.5800,0.5600,0.5800,0.5700,0.5600,0.5800,0.6000,0.7100,0.5800,0.5600,0.5400,0.6700,0.5600,0.6100,0.6800,0.5900
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,"identifying the problem, whether it should be handled privately or publicly then deciding what actions to take depending on the scenario",0.5000,0.5500,0.5400,0.6000,0.5600,0.5300,0.5000,0.5900,0.5200,0.5300,0.5800,0.5600,0.5900,0.6700,0.5700,0.5600,0.5900,0.5700,0.5500,0.6000,0.5800,0.5600,0.6600,0.5300,0.5800,0.5700,0.5900,0.5600,0.5800,0.5700,0.5800,0.5500,0.6000,0.6700,0.5400,0.5000,0.5300,0.6300,0.5600,0.5700,0.5900,0.6100
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,They form a council that will adress a particular problem then discuss it among themselves to find the best and appropriate solution,0.5000,0.5300,0.5800,0.5900,0.5500,0.5300,0.5000,0.5900,0.5000,0.5300,0.6300,0.5800,0.6700,0.6700,0.5900,0.5600,0.5800,0.6000,0.5100,0.5000,0.5900,0.5500,0.6100,0.5200,0.5900,0.5600,0.6100,0.5800,0.5000,0.5700,0.5300,0.5800,0.6100,0.7100,0.5000,0.5600,0.5100,0.5900,0.5500,0.5700,0.5900,0.6800
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Agreeing on the problem and deciding the best approach together,0.5000,0.5400,0.6300,0.5600,0.5700,0.6300,0.5500,0.5600,0.5200,0.5000,0.6000,0.5500,0.6100,0.5800,0.5300,0.5500,0.5800,0.5900,0.5100,0.6500,0.5800,0.5500,0.6600,0.5500,0.5700,0.5700,0.6100,0.5600,0.5800,0.5600,0.5800,0.5600,0.6100,0.6300,0.5000,0.5600,0.5400,0.6700,0.5700,0.6100,0.5500,0.6600
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Problem analysis,0.5000,0.5100,0.5400,0.5600,0.5700,0.5300,0.6500,0.5800,0.5200,0.5000,0.5600,0.5200,0.5700,0.5500,0.5100,0.5500,0.6000,0.5400,0.5000,0.5500,0.5800,0.5400,0.6600,0.5000,0.5800,0.5700,0.5900,0.5500,0.5400,0.5600,0.5600,0.5600,0.5600,0.7100,0.5800,0.6300,0.5800,0.6000,0.5600,0.7000,0.6400,0.5200
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,"The problem is described in detail, and provided to all members of community for consideration. Possible solutions are collected and documented. Their pros and cons are discussed and documented. Finally, the problem with solutions and their pros and cons is again provided to all members of the community and the right solution is selected by vote.",0.4900,0.5500,0.5800,0.5600,0.5700,0.6300,0.5000,0.5600,0.5000,0.5600,0.6100,0.5600,0.6300,0.5800,0.5400,0.5500,0.5700,0.5900,0.5400,0.6000,0.5900,0.5400,0.6300,0.5400,0.5700,0.5800,0.5500,0.5400,0.5400,0.5400,0.6100,0.5600,0.6200,0.5800,0.5000,0.5000,0.4900,0.6000,0.6000,0.5700,0.5200,0.6400
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,They do research and go and talk to people with expert knowledge.,0.4900,0.5000,0.5400,0.5800,0.5200,0.5800,0.5000,0.5800,0.5000,0.6300,0.6000,0.6000,0.6100,0.6100,0.6000,0.5600,0.5500,0.5700,0.4900,0.5500,0.6000,0.5100,0.5200,0.5600,0.5500,0.5600,0.5700,0.5300,0.5000,0.5800,0.5000,0.5200,0.5800,0.6700,0.5000,0.5600,0.5200,0.5600,0.5100,0.5700,0.5000,0.5900
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analyze the problem and think carefully about the best solution that will give the greatest benefit.,0.4800,0.5100,0.5800,0.6000,0.5800,0.5300,0.5000,0.5800,0.4800,0.5600,0.5900,0.5500,0.6300,0.7000,0.5500,0.5800,0.6100,0.5900,0.4900,0.6000,0.6000,0.5700,0.6300,0.5700,0.5900,0.5700,0.6200,0.6000,0.5400,0.5800,0.6000,0.5500,0.6400,0.7100,0.5800,0.6300,0.6200,0.6400,0.5800,0.5700,0.6600,0.5900
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","It should know what was the mistake and how to refine it, concretely",0.8000,0.8300,0.8300,0.8500,0.8700,0.9400,0.9500,0.8600,0.9200,0.8400,0.8600,0.8500,0.8000,0.8200,0.8200,0.8900,0.8600,0.8400,0.8300,0.9000,0.8700,0.8500,0.8600,0.8600,0.8600,0.8500,0.8400,0.8800,0.9100,0.8700,0.8300,0.8400,0.8900,0.8700,0.9100,0.8000,0.8600,0.9300,0.8300,0.9500,0.8100,0.9100
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","The AI should acknowledge the mistake respectfully, apologize sincerely, and seek clarification to improve future responses. It should then correct the error based on the right cultural understanding and ensure it learns from user feedback to avoid repeating similar mistakes.",0.8000,0.8300,0.8300,0.8600,0.8600,0.8300,1.0000,0.8500,0.9200,0.8400,0.8500,0.8400,0.8000,0.8200,0.8400,0.8700,0.8500,0.8300,0.8300,0.9000,0.8700,0.8300,0.8600,0.8500,0.8500,0.8400,0.8200,0.8700,0.9100,0.8800,0.8000,0.8100,0.8900,0.8700,0.8700,0.8000,0.8200,0.9000,0.8300,0.9500,0.8100,0.8600
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","Acknowledge the mistake, add that information to its database, and avoid making similar mistakes in the future ",0.7900,0.8300,0.8300,0.8500,0.8600,0.8300,0.9500,0.8600,0.9200,0.8400,0.8600,0.8400,0.8000,0.8200,0.8400,0.8800,0.8600,0.8300,0.8300,0.9000,0.8700,0.8400,0.8600,0.8600,0.8500,0.8500,0.8200,0.8800,0.9100,0.8700,0.8300,0.8300,0.8900,0.8300,0.9100,0.8000,0.8600,0.9300,0.8300,0.9500,0.7900,0.9100
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",Admit it’s mistakes but also the people controlling the source code should check to correct them.,0.7900,0.8200,0.8300,0.8400,0.8600,0.8300,0.8400,0.8500,0.8900,0.8100,0.8800,0.8400,0.8000,0.7900,0.8400,0.8800,0.8600,0.8200,0.8100,0.9000,0.8700,0.8400,0.8700,0.8600,0.8500,0.8500,0.8200,0.8700,0.9100,0.8600,0.8400,0.8300,0.8800,0.8700,0.9100,0.8000,0.8500,0.9300,0.8400,0.9500,0.8100,0.9800
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","If an AI assistant made a cultural mistake, I think the most appropriate way for it to acknowledge the error would be to express genuine remorse and apologize for any offense caused. Then, it should take steps to educate itself on the cultural nuance it missed and make sure to avoid similar mistakes in the future.",0.7900,0.8400,0.8300,0.8600,0.8700,0.8300,1.0000,0.8600,0.9200,0.8400,0.8500,0.8500,0.8000,0.8200,0.8500,0.8800,0.8500,0.8300,0.8400,0.9000,0.8700,0.8400,0.8600,0.8500,0.8500,0.8400,0.8200,0.8900,0.9100,0.8800,0.8100,0.8100,0.8900,0.8700,0.8700,0.8000,0.8100,0.9300,0.8300,0.9500,0.7900,0.8600
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","If an AI assistant makes a cultural mistake, it should promptly acknowledge the error with a clear and respectful apology. It should explain that the mistake occurred due to a lack of understanding and express a commitment to improve. The AI should provide a corrected response, ensuring it aligns with the user's cultural context. Additionally, it should seek feedback to learn and adapt, showing humility and a genuine effort to prevent similar mistakes in the future.",0.7900,0.8300,0.8300,0.8600,0.8600,0.8300,1.0000,0.8500,0.9200,0.8400,0.8500,0.8400,0.8000,0.8200,0.8400,0.8700,0.8500,0.8300,0.8300,0.9000,0.8700,0.8300,0.8600,0.8500,0.8500,0.8400,0.8200,0.8700,0.9100,0.8700,0.8000,0.8100,0.8900,0.8700,0.8700,0.8000,0.8100,0.9000,0.8300,0.9500,0.7900,0.8600
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?","If an AI assistant makes a cultural mistake, the most appropriate way for it to acknowledge and correct the error would be immediate apology, explaination, correction and learning and improving from it.",0.7800,0.8300,0.8300,0.8600,0.8800,0.7800,1.0000,0.8600,0.9200,0.8400,0.8600,0.8300,0.8000,0.8200,0.8400,0.8800,0.8600,0.8400,0.8300,0.9000,0.8800,0.8500,0.8700,0.8500,0.8600,0.8500,0.8300,0.8800,0.9100,0.8800,0.8400,0.8300,0.8900,0.8700,0.8700,0.8000,0.8400,0.9300,0.8500,0.9500,0.8100,0.8800
