Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,scenario 1: we need human input always,0.4800,0.6900,0.5400,0.7700,0.6500,0.8100,0.6000,0.7900,0.5600,0.7400,0.6900,0.7200,0.7900,0.7600,0.6900,0.7200,0.7100,0.6000,0.7500,0.4800,0.7100,0.6700,0.7600,0.6600,0.6900,0.7100,0.7500,0.6400,0.7400,0.7000,0.6800,0.6400,0.7000,0.7900,0.9000,0.6200,0.7000,0.6700,0.5000,0.7000,0.6900
ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Scenario 2: While the AI learns, someone must train it and be there to ensure it does its job properly. I don't think it's right to let the AI take over without human supervision.",0.4800,0.6900,0.5700,0.7500,0.6400,1.0000,0.5300,0.7800,0.5800,0.7100,0.6800,0.7500,0.7600,0.7000,0.6900,0.6800,0.7000,0.6000,0.7300,0.4800,0.7100,0.6400,0.7000,0.6600,0.6700,0.6900,0.7200,0.6300,0.8400,0.6900,0.6600,0.6300,0.6900,0.6800,0.7500,0.5900,0.6300,0.6600,0.5000,0.7000,0.6900
ab69fbbb-d63c-4820-9ed1-8192b1ffd7e9,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Second, I do not prefer that artificial intelligence be the one who gives orders.",0.4800,0.6500,0.6100,0.7300,0.6400,0.9400,0.6000,0.7600,0.6200,0.6800,0.6400,0.7700,0.6500,0.6700,0.7300,0.6900,0.6700,0.6300,0.6600,0.4800,0.7000,0.6400,0.7300,0.6800,0.6600,0.6800,0.7200,0.6200,0.7700,0.6900,0.6300,0.6500,0.6500,0.5300,0.8000,0.5700,0.7200,0.6200,0.5400,0.6600,0.6600
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,I feel scenario 1 is a little better than scenario 2 because if one understands the culture its very easy to connect with them and so AI can understand and give proper help without disrespecting their culture.,0.5500,0.7300,0.7100,0.7000,0.7000,0.9400,0.6700,0.7500,0.6600,0.7100,0.6500,0.6700,0.6200,0.5500,0.5900,0.7200,0.6600,0.6500,0.7400,0.6700,0.7000,0.6700,0.6800,0.6200,0.7100,0.7000,0.6400,0.6800,0.7400,0.7400,0.7600,0.6300,0.6300,0.5500,0.6000,0.6300,0.7200,0.7300,0.7100,0.5600,0.6000
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,Option 2: I don’t want my values and culture to be restricted by AI. Why should our culture be restricted?,0.5400,0.6200,0.6800,0.6100,0.6100,0.7100,0.6700,0.6100,0.6400,0.6500,0.6000,0.6000,0.5600,0.6100,0.5800,0.6500,0.5900,0.5700,0.6000,0.6700,0.6000,0.6100,0.6700,0.5800,0.6100,0.6200,0.6200,0.5800,0.6800,0.6200,0.6000,0.5800,0.6000,0.6500,0.6000,0.5700,0.5700,0.6200,0.5400,0.5800,0.6300
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Second:

The world has now become a small village, and the work of artificial intelligence should not be separated according to the individual's culture.

Globalization is the foundation of today's societies.",0.5300,0.6600,0.7900,0.6700,0.6400,0.8200,0.7300,0.7000,0.6900,0.7100,0.5900,0.6100,0.5300,0.5500,0.5500,0.6900,0.6100,0.6000,0.6200,0.8100,0.6200,0.6500,0.6500,0.6000,0.6500,0.6400,0.6100,0.6400,0.6800,0.6700,0.6100,0.6100,0.6200,0.6500,0.5500,0.6300,0.5900,0.6400,0.5800,0.6400,0.5400
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"I prefer neither. Culture is an area that should not be touched by AI. The problems we have today involving other people's beliefs, culture, and ethnicity such as racism and xenophobia can not be solved by an AI system. It is a human aspect that can only be understood and respected by humans",0.5300,0.6100,0.6100,0.6000,0.6000,0.6500,0.6700,0.5900,0.6000,0.7400,0.6300,0.5900,0.5900,0.6400,0.5800,0.6300,0.5800,0.5900,0.6100,0.5700,0.5900,0.6000,0.6400,0.6000,0.5900,0.6100,0.6200,0.5800,0.7100,0.6100,0.6000,0.5800,0.5800,0.6000,0.6000,0.5300,0.5400,0.6200,0.5800,0.5800,0.6000
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"I prefer option 2. Option 1 is too unrealistic. Even within the same cultural group, people's values can vary greatly. Different AI systems make communication between different cultural groups more difficult.

",0.5200,0.7200,0.7100,0.7000,0.7200,0.8800,0.7300,0.7500,0.6300,0.7700,0.6600,0.6700,0.5600,0.5200,0.6100,0.7200,0.6700,0.7200,0.7300,0.6700,0.7100,0.6900,0.6700,0.6600,0.7200,0.7200,0.6600,0.6800,0.7400,0.7500,0.8000,0.6500,0.6300,0.5500,0.6000,0.6800,0.7700,0.7600,0.7900,0.6200,0.5700
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,2. AI can help cultural diversity around the world,0.5100,0.6900,0.6800,0.6700,0.6600,0.7600,0.7300,0.7200,0.6100,0.6500,0.6500,0.5700,0.6500,0.5200,0.5100,0.6500,0.6600,0.6000,0.6900,0.6200,0.6600,0.6400,0.6500,0.6000,0.6700,0.6700,0.5700,0.6500,0.6800,0.7200,0.6800,0.5900,0.6100,0.5500,0.6500,0.6800,0.7200,0.6800,0.7100,0.5300,0.6300
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,1 everyone should have the same access to the AI,0.5100,0.6800,0.7500,0.6500,0.6600,0.6500,0.6700,0.6700,0.6100,0.6800,0.6000,0.5800,0.5600,0.5800,0.5500,0.6800,0.6000,0.6500,0.6500,0.7600,0.6300,0.6600,0.6400,0.6100,0.6500,0.6500,0.6000,0.6400,0.6500,0.6800,0.6700,0.6100,0.6000,0.6000,0.6000,0.6500,0.6300,0.6900,0.6700,0.6700,0.5100
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Senario 2 I guess, everyone uses one same ai that adapts to local beliefs, traditions and culture. Still? Why is Japan and masai countries, and then suddenly Islam is on its own? Islam is a way of life, a beautiful one at that, something that ai will never be enough to grasp, ever. The 1st senario is too exhausting and troublesome, the second offers equality, as well as the option to adapt, but I still disagree to ai being everywhere and limiting human independence, making us mentally limited.",0.5000,0.6700,0.6800,0.6900,0.6600,0.8800,0.7300,0.7400,0.6700,0.6800,0.6500,0.6000,0.6500,0.5200,0.5300,0.6800,0.6600,0.6000,0.6700,0.6200,0.6600,0.6500,0.6700,0.6000,0.6700,0.6800,0.5800,0.6400,0.7400,0.7100,0.6700,0.6000,0.6400,0.6000,0.5000,0.6000,0.6900,0.6700,0.7100,0.5600,0.5700
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"First, although I like the idea that we are global citizens, we do not share the same values and principles.",0.5000,0.6500,0.6400,0.7000,0.6600,0.7100,0.6700,0.7400,0.6400,0.5800,0.5700,0.5700,0.5600,0.5500,0.5300,0.6700,0.6400,0.5900,0.6500,0.5700,0.6400,0.6400,0.6600,0.5700,0.6600,0.6500,0.5800,0.6400,0.7100,0.7200,0.6800,0.5500,0.6200,0.5500,0.5000,0.6200,0.6500,0.6900,0.6700,0.5100,0.5100
b20bea98-c3c3-4382-8842-b8ceab0f1d9d,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,AI has ethical limits. This makes the relationship with humans more enjoyable,0.5000,0.6000,0.7500,0.5700,0.5800,0.5300,0.6700,0.5800,0.6000,0.7100,0.6000,0.5400,0.5600,0.5500,0.5400,0.6000,0.5600,0.5600,0.5500,0.7100,0.5600,0.5900,0.5400,0.5700,0.5900,0.5700,0.6100,0.5700,0.6100,0.5800,0.5700,0.5600,0.5900,0.6000,0.5000,0.6000,0.5200,0.5900,0.5800,0.6200,0.5400
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"This could be useful for convenience, but users should review important messages. AI might misinterpret tone or context, leading to misunderstandings. Consent and oversight are key to maintaining trust",0.6000,0.6800,0.6300,0.6600,0.6700,0.7500,0.6700,0.6800,0.6100,0.7700,0.7500,0.8000,0.6500,0.6400,0.8100,0.7300,0.6700,0.7000,0.6900,0.6000,0.7100,0.6800,0.7100,0.6500,0.7100,0.7000,0.6400,0.6900,0.6800,0.7000,0.6600,0.6800,0.7100,0.7900,0.8500,0.6600,0.6700,0.7100,0.8300,0.6100,0.7700
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"It's possible, but the counterparty should be informed that they are interacting with an AI. Consent must be obtained from both parties.",0.5800,0.7200,0.8100,0.7400,0.7000,0.6900,0.6700,0.7700,0.6000,0.7100,0.6600,0.7500,0.6200,0.6100,0.7700,0.7300,0.7100,0.6700,0.6900,0.8500,0.6700,0.7600,0.6000,0.7400,0.7100,0.7000,0.5800,0.7600,0.5800,0.7500,0.7600,0.6600,0.6900,0.6300,0.8000,0.7200,0.7700,0.7500,0.6700,0.5900,0.6600
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,AI agents are set by the user,0.5700,0.7100,0.7400,0.7300,0.7000,0.6900,0.6000,0.7800,0.6200,0.7100,0.6800,0.7600,0.6200,0.5800,0.8000,0.7400,0.6900,0.6800,0.7000,0.8000,0.6900,0.7400,0.6400,0.7100,0.7100,0.7000,0.5700,0.7600,0.5800,0.7500,0.7500,0.6500,0.6700,0.7400,0.8500,0.6700,0.7700,0.7200,0.7100,0.6100,0.6900
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"For such a persistent operation, it is absolutely not possible to use a one-time consent to permanently authorize, that is, respond to any message",0.5700,0.6900,0.7000,0.7200,0.6900,0.6900,0.6000,0.7400,0.6200,0.7700,0.7300,0.7500,0.6800,0.6400,0.7600,0.7300,0.7200,0.6400,0.6900,0.7000,0.6900,0.7200,0.5700,0.7100,0.7200,0.7000,0.5800,0.7500,0.6100,0.7300,0.7100,0.6600,0.7200,0.6300,0.8500,0.6400,0.7300,0.7200,0.7100,0.5900,0.7400
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,Users may overlook some factors when authorizing.,0.5700,0.6800,0.7000,0.6800,0.6700,0.8100,0.6000,0.7100,0.6000,0.8400,0.7700,0.7900,0.7600,0.5800,0.7800,0.7400,0.6900,0.6700,0.6700,0.7500,0.7000,0.7000,0.7100,0.7000,0.6900,0.7000,0.5800,0.7400,0.6500,0.7300,0.6700,0.6600,0.7200,0.6800,0.8500,0.6700,0.7300,0.6900,0.7500,0.5700,0.7400
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"I don't agree. Although consent is necessary, permitting AI agents to reply to messages on the user's behalf might result in misunderstandings, absence of personal touch, and misuse of information. Users would lose control over their personal interactions, and the risk of unintended responses or privacy breaches could be high.
",0.5700,0.6500,0.7000,0.6200,0.6600,0.8100,0.7300,0.6100,0.6600,0.7400,0.7300,0.7900,0.6800,0.6700,0.7800,0.7100,0.6500,0.7100,0.6300,0.7000,0.7000,0.6600,0.6500,0.6700,0.6900,0.6800,0.6400,0.6900,0.6800,0.6800,0.6100,0.7100,0.6400,0.7400,0.8500,0.7300,0.6300,0.6800,0.7900,0.5700,0.7100
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"In this sense, unless they are answers to predetermined questions answered by the user, a human should answer.",0.5700,0.6900,0.6300,0.6500,0.6800,0.6300,0.6000,0.6700,0.6300,0.5800,0.6900,0.7500,0.6500,0.6400,0.7800,0.7400,0.6400,0.6500,0.7000,0.6000,0.6900,0.6600,0.7100,0.6400,0.6800,0.6700,0.6700,0.6800,0.6500,0.6900,0.6900,0.6400,0.6700,0.6800,0.9000,0.6000,0.7400,0.7000,0.7900,0.5700,0.7400
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"Because while an AI agent can facilitate communication when the user consents, there must be monitoring and control options to ensure privacy, accuracy of context, and to avoid misunderstandings.",0.5600,0.7100,0.8100,0.7400,0.7100,0.6900,0.6700,0.7600,0.6100,0.7100,0.6600,0.7600,0.6500,0.6100,0.7800,0.7400,0.7200,0.6700,0.6800,0.8500,0.6900,0.7500,0.6400,0.7500,0.7100,0.7200,0.5600,0.7500,0.5800,0.7600,0.7500,0.6600,0.7100,0.6300,0.8000,0.7000,0.8200,0.7400,0.6700,0.5900,0.6300
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"If the user consented to this, why not. Could turn very messy if AI is on the both ends of the conversation though.",0.5600,0.7200,0.7800,0.7200,0.7000,0.8100,0.6000,0.7500,0.6400,0.6800,0.6900,0.7800,0.6800,0.5800,0.7800,0.7400,0.7300,0.6400,0.7000,0.8500,0.7000,0.7400,0.6100,0.7100,0.7300,0.7000,0.5600,0.7800,0.6800,0.7400,0.7600,0.6800,0.6800,0.5800,0.8500,0.7000,0.7100,0.7500,0.7100,0.5900,0.6900
b665aaae-d02c-44f9-be26-70544d7beabe,Please explain whether you agree or disagree and why.,"I agree, but with limitations. AI agents can enhance communication by responding efficiently, saving time, and maintaining consistency. However, users should have control over which messages AI can handle and be able to review or override responses when needed. Transparency is key, so recipients should be aware when interacting with AI, especially in sensitive or personal conversations.







",0.5600,0.7000,0.7400,0.7100,0.7000,0.7500,0.6000,0.7400,0.6300,0.6800,0.6800,0.7600,0.6500,0.5800,0.7700,0.7300,0.7100,0.6600,0.6900,0.8000,0.6900,0.7300,0.6100,0.7300,0.7100,0.7100,0.5600,0.7400,0.6500,0.7400,0.7500,0.6600,0.6900,0.6300,0.8500,0.7200,0.7700,0.7300,0.6700,0.5700,0.7100
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,They would definitely prefer the second one because they’d want to be involved and have their opinion taken into consideration.,0.4500,0.5500,0.6100,0.5400,0.5500,0.6300,0.4700,0.5300,0.6200,0.4500,0.5500,0.5100,0.6500,0.6100,0.4900,0.5500,0.5000,0.5900,0.5400,0.6200,0.5000,0.5800,0.5200,0.5000,0.5600,0.5200,0.5900,0.5600,0.5200,0.5200,0.5400,0.5700,0.5100,0.5500,0.6000,0.5100,0.4900,0.5500,0.4600,0.5100,0.6000
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,I think my neighbor would prefer scenario 1 because they give more importance to efficiency over inclusivity.,0.4500,0.5100,0.6100,0.5500,0.5200,0.6900,0.4700,0.5600,0.5400,0.4500,0.5200,0.5800,0.5300,0.5200,0.5500,0.5300,0.5500,0.5100,0.4800,0.6200,0.5100,0.5600,0.5100,0.4900,0.5500,0.5600,0.4800,0.5100,0.5200,0.5500,0.5400,0.5300,0.4700,0.5500,0.5500,0.4900,0.4800,0.5300,0.5800,0.5300,0.5400
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"My neighbor would prefer scenario 2, as they would view their standpoint as most important, and not understand that organizations have specialized knowledge in these areas.",0.4500,0.5200,0.5700,0.5700,0.5300,0.5600,0.5300,0.5800,0.5300,0.4500,0.5200,0.5500,0.5300,0.4800,0.5500,0.5400,0.5300,0.5200,0.5000,0.5700,0.5100,0.5500,0.5100,0.4900,0.5500,0.5500,0.5400,0.5000,0.5800,0.5600,0.5300,0.5100,0.4900,0.5500,0.5000,0.4600,0.4900,0.5200,0.5000,0.6000,0.5700
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"2, they would like to believe their opinion would matter when it comes to matters of AI regulation as a user or affected party even if they aren't a professional",0.4400,0.5500,0.4600,0.5600,0.5200,0.4400,0.4700,0.5700,0.5300,0.4500,0.5200,0.4800,0.5900,0.5200,0.4900,0.5100,0.5100,0.5500,0.5800,0.5200,0.4900,0.5500,0.5200,0.5000,0.5300,0.5000,0.4700,0.5700,0.5500,0.5600,0.5200,0.4900,0.4800,0.6000,0.6000,0.5100,0.4900,0.5300,0.5800,0.5300,0.4600
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,My neighbor might prefer scenario 1 because it gives all parties a chance to give their contribution especially the experts ,0.4400,0.4700,0.5700,0.5500,0.5000,0.6300,0.4700,0.5700,0.4700,0.4800,0.5200,0.5500,0.4700,0.4800,0.5400,0.5300,0.5400,0.4800,0.4400,0.5700,0.4900,0.5400,0.4600,0.4900,0.5300,0.5500,0.5400,0.4600,0.4800,0.5400,0.5300,0.5000,0.4800,0.5500,0.5000,0.4400,0.4800,0.5200,0.5400,0.5600,0.6000
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,I don't think my neighbors would be open to either scenario. AI was not made for their generation.,0.4400,0.5500,0.6800,0.5300,0.5100,0.5600,0.5300,0.5500,0.4900,0.4800,0.5300,0.4800,0.5300,0.4800,0.4500,0.5000,0.5200,0.4800,0.5100,0.6700,0.4800,0.5400,0.5500,0.5200,0.5000,0.5400,0.4500,0.4800,0.5500,0.5500,0.4900,0.4700,0.4700,0.6500,0.6000,0.4400,0.5400,0.5000,0.4600,0.5800,0.6300
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,I don't think my neighbor would prefer either because he doesn't understand AI but if I were to explain it to him I think he'd prefer scenario 1 as there would be less conflict. ,0.4300,0.4800,0.5700,0.5400,0.5000,0.6300,0.4700,0.5600,0.4900,0.4500,0.5200,0.5100,0.5600,0.4800,0.4900,0.5000,0.5400,0.4700,0.4500,0.5700,0.5100,0.5100,0.4300,0.5100,0.5200,0.5400,0.4700,0.4700,0.4800,0.5400,0.5300,0.4600,0.5000,0.5000,0.5000,0.4600,0.4600,0.5200,0.5800,0.5100,0.4900
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"I think they would want Scenario 2 because I don't think they know much about AI or the complications of how these types of programs and decisions are ultimately implemented. Having diverse opinions help make a decision is one thing, but implementation of said decision is an entirely different thing.",0.4200,0.5400,0.4300,0.5300,0.5500,0.5600,0.6000,0.5300,0.5700,0.4200,0.4900,0.5400,0.5900,0.5200,0.5400,0.5300,0.5200,0.5400,0.5700,0.4300,0.4900,0.5700,0.5500,0.5000,0.5400,0.5300,0.4800,0.5400,0.4800,0.5400,0.5300,0.5300,0.5000,0.4500,0.5500,0.4600,0.5300,0.5400,0.4600,0.5100,0.4900
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,i have no idea or opinion on their view,0.4200,0.4700,0.5000,0.5700,0.5200,0.5000,0.4700,0.5500,0.5600,0.4200,0.5500,0.4600,0.6500,0.6700,0.4500,0.5400,0.5000,0.6100,0.4600,0.5700,0.5000,0.5500,0.4500,0.5200,0.5400,0.5000,0.5700,0.5500,0.4500,0.5200,0.5400,0.5300,0.5400,0.5000,0.4500,0.5300,0.4500,0.5500,0.5400,0.4700,0.5700
c3a096ad-6ca5-4365-97f8-c6e36071bc58,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"I think my neighbor might prefer Scenario 1, especially if they value expertise and practical experience over chaotic or divisive input. Scenario 1 offers a more structured approach that ensures decisions are based on reliable data, which can provide stability and trust in the company’s products. However, if my neighbor values inclusivity and diverse perspectives more, they might choose Scenario 2, even though it might risk consistency in decision-making.",0.4200,0.5300,0.5700,0.5300,0.5200,0.6900,0.4700,0.5300,0.5100,0.4200,0.5000,0.5900,0.5300,0.5200,0.5700,0.5200,0.5400,0.4900,0.5100,0.5200,0.5100,0.5500,0.5100,0.4900,0.5400,0.5600,0.4800,0.4900,0.5200,0.5400,0.5700,0.5100,0.4600,0.5500,0.5500,0.4900,0.4700,0.5500,0.5000,0.5100,0.5400
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,Scenario 2. They would want to have input.,0.6200,0.6600,0.6400,0.7400,0.6700,0.8800,0.6700,0.7700,0.6700,0.7400,0.7300,0.7600,0.7400,0.7000,0.7300,0.7300,0.7200,0.6300,0.6700,0.6200,0.7000,0.7100,0.7600,0.6500,0.7100,0.7100,0.6500,0.7000,0.7100,0.7300,0.6400,0.6700,0.7200,0.7400,0.7000,0.6600,0.7100,0.6500,0.6700,0.6800,0.7400
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"2, still need human touch and take responsibility for every action they did.  ",0.6200,0.7200,0.6800,0.7600,0.6500,0.8800,0.7300,0.8000,0.6300,0.6800,0.6900,0.8000,0.7100,0.6700,0.7800,0.7100,0.7000,0.6300,0.7300,0.6700,0.6700,0.7300,0.7000,0.6500,0.7100,0.7100,0.6200,0.6900,0.6500,0.7600,0.6300,0.6500,0.7100,0.7400,0.6500,0.6400,0.6600,0.6400,0.6300,0.6600,0.7100
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"2,because it has closer human oversight ",0.6100,0.7200,0.6400,0.7400,0.6700,0.9400,0.7300,0.7600,0.6500,0.6800,0.6800,0.8000,0.7600,0.6700,0.7700,0.7000,0.7100,0.6600,0.7400,0.6200,0.6800,0.7300,0.7100,0.6700,0.7100,0.7100,0.6600,0.7000,0.6100,0.7400,0.6700,0.6800,0.7100,0.7400,0.6500,0.6700,0.6800,0.6700,0.6300,0.7000,0.6300
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,2. My neighbors are also human beings and want to participate in decision-making,0.6100,0.6800,0.6100,0.7500,0.6700,0.8800,0.7300,0.7800,0.6600,0.6500,0.6900,0.7700,0.7100,0.7000,0.7400,0.7300,0.7200,0.6100,0.7100,0.6200,0.6900,0.7100,0.7000,0.6600,0.7100,0.7000,0.6400,0.7100,0.6800,0.7300,0.6300,0.6900,0.7100,0.7400,0.7000,0.6700,0.7200,0.6400,0.6700,0.6800,0.7100
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"2. They value control and human oversight,",0.6100,0.7200,0.6400,0.7400,0.6700,0.9400,0.7300,0.7600,0.6500,0.6500,0.6700,0.8000,0.7600,0.6700,0.7700,0.7000,0.7100,0.6500,0.7400,0.6200,0.6800,0.7300,0.7100,0.6600,0.7100,0.7000,0.6600,0.6900,0.6100,0.7300,0.6600,0.6800,0.7100,0.7400,0.6500,0.6700,0.6800,0.6500,0.6300,0.7000,0.6300
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,2 as the final choice and decision should be human,0.6100,0.7000,0.6800,0.7600,0.6500,0.8800,0.7300,0.7900,0.6300,0.7100,0.6900,0.7800,0.7100,0.7000,0.7600,0.7100,0.7000,0.6100,0.7100,0.6700,0.6700,0.7200,0.7400,0.6400,0.7000,0.7000,0.6200,0.6900,0.6500,0.7300,0.6300,0.6600,0.7100,0.7400,0.7000,0.6400,0.6600,0.6400,0.6300,0.6600,0.7100
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,2 because more human,0.6100,0.7300,0.6800,0.7600,0.6400,0.9400,0.7300,0.7900,0.6300,0.7100,0.7000,0.8200,0.7100,0.6700,0.7800,0.7000,0.7000,0.6100,0.7400,0.6700,0.6700,0.7100,0.7300,0.6500,0.7000,0.7000,0.6100,0.6900,0.6800,0.7400,0.6200,0.6500,0.6900,0.7400,0.6500,0.6300,0.6500,0.6300,0.6300,0.6600,0.7400
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"2. Human oversight

",0.6100,0.7300,0.6800,0.7500,0.6300,0.8800,0.7300,0.7800,0.6300,0.6800,0.6900,0.8000,0.7100,0.6700,0.7800,0.6900,0.7000,0.6100,0.7400,0.6700,0.6700,0.7100,0.7100,0.6300,0.7000,0.6900,0.6100,0.6900,0.6800,0.7300,0.6100,0.6500,0.6900,0.7400,0.6500,0.6300,0.6500,0.6200,0.6300,0.6600,0.7100
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,My neighbor would prefer scenario 2. Human input would be important to them.,0.6000,0.7400,0.6800,0.7600,0.6400,0.9400,0.8000,0.7900,0.6300,0.7100,0.7100,0.8200,0.7400,0.7000,0.7800,0.7000,0.7000,0.6300,0.7600,0.6700,0.6700,0.7200,0.7500,0.6500,0.7000,0.7100,0.6200,0.6900,0.6500,0.7600,0.6200,0.6500,0.7100,0.7400,0.6000,0.6100,0.6600,0.6300,0.6300,0.6600,0.7400
cfa2af3e-2719-4b06-ac30-80acdf9a6840,Think about your neighbor - do you think your neighbor would prefer Scenario 1 or 2 future and why?,"I think that not even a neighbor would want the 2 because he would also consider that for human matters, a human is needed.",0.6000,0.7000,0.6400,0.7500,0.6600,0.8800,0.8000,0.7800,0.6500,0.7400,0.6900,0.7800,0.6800,0.7000,0.7600,0.7100,0.7100,0.6300,0.7200,0.6200,0.6800,0.7100,0.7400,0.6500,0.7000,0.7000,0.6300,0.6900,0.6500,0.7300,0.6500,0.6700,0.7000,0.7400,0.6000,0.6100,0.6800,0.6400,0.6300,0.6600,0.6900
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,I prefer option 1. There is nothing wrong with option 1. Option 2 has the risk of being hijacked by the majority.,0.5000,0.6300,0.6800,0.7100,0.6500,0.8800,0.6700,0.7400,0.6700,0.7400,0.6300,0.7000,0.6800,0.6100,0.6500,0.6800,0.6600,0.6400,0.6200,0.6700,0.6500,0.6800,0.7100,0.6900,0.6400,0.6700,0.6000,0.6700,0.5200,0.6900,0.7100,0.6400,0.6200,0.6000,0.6000,0.5700,0.5800,0.6600,0.5000,0.6200,0.5700
