Question ID,Question Text,Category,Tag,N Responses,Avg Agreement (All),Median Agreement (All),Proportion Positive Sentiment,Proportion Negative Sentiment,All (Frequency),Do you feel like you understand yourself better after participating in this conversation?: -- (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Maybe a little (Frequency),Do you feel like you understand yourself better after participating in this conversation?: No (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Yes (Frequency),"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): -- (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): No – I was unable to express my views on these topics, and did not have the chance to express most things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Yes – I was able to fully express my views on these topics (Frequency)",How old are you?: 18-25 (Frequency),How old are you?: 26-35 (Frequency),How old are you?: 36-45 (Frequency),How old are you?: 46-55 (Frequency),How old are you?: 56-65 (Frequency),How old are you?: 65+ (Frequency),"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: Equally concerned and excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More concerned than excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More excited than concerned (Frequency)",Please select your preferred language:: Arabic (Frequency),Please select your preferred language:: Chinese (China) (Frequency),Please select your preferred language:: English (Frequency),Please select your preferred language:: French (Frequency),Please select your preferred language:: Hindi (Frequency),Please select your preferred language:: Portuguese (Brazil) (Frequency),Please select your preferred language:: Russian (Frequency),Please select your preferred language:: Spanish (Frequency),What best describes where you live?: Rural (Frequency),What best describes where you live?: Suburban (Frequency),What best describes where you live?: Urban (Frequency),What is your gender?: Female (Frequency),What is your gender?: Male (Frequency),What is your gender?: Non-binary (Frequency),What is your gender?: Other / prefer not to say (Frequency),What religious group or faith do you most identify with?: Buddhism (Frequency),What religious group or faith do you most identify with?: Christianity (Frequency),What religious group or faith do you most identify with?: Hinduism (Frequency),What religious group or faith do you most identify with?: I do not identify with any religious group or faith (Frequency),What religious group or faith do you most identify with?: Islam (Frequency),What religious group or faith do you most identify with?: Judaism (Frequency),What religious group or faith do you most identify with?: Other religious group (Frequency),What religious group or faith do you most identify with?: Sikhism (Frequency)
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Challenges and Problem-Solving,26,0.7277,0.7500,0.0385,0.0000,26,2,7,0,17,2,3,0,1,20,12,9,2,3,0,0,16,3,7,0,1,24,0,0,1,0,0,2,4,20,8,18,0,0,1,10,3,7,3,0,1,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Community and Social Dynamics,12,0.7283,0.7400,0.0833,0.0000,12,1,2,0,9,1,3,0,0,8,5,4,2,1,0,0,5,3,4,0,0,12,0,0,0,0,0,0,0,12,6,6,0,0,0,4,6,0,1,1,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Context for Enhanced Inclusivity,4,0.6375,0.7500,0.0000,0.2500,4,1,0,0,3,1,0,0,0,3,2,1,1,0,0,0,3,0,1,0,0,3,0,0,0,0,1,0,1,3,3,1,0,0,0,3,0,1,0,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Food and Cuisine,9,0.7478,0.7500,0.0000,0.0000,9,0,3,0,6,0,3,0,0,6,1,5,2,1,0,0,3,1,5,0,0,9,0,0,0,0,0,0,3,6,5,4,0,0,0,1,3,1,3,0,0,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Historical and Cultural References,16,0.7125,0.7400,0.0000,0.0000,16,2,3,2,9,2,7,0,0,7,6,5,1,3,0,1,8,5,3,0,0,10,1,0,2,0,3,1,4,11,7,8,1,0,0,3,5,5,2,0,1,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local News and Current Events,16,0.7075,0.7150,0.0000,0.0000,16,0,8,1,7,0,5,0,1,10,4,9,1,1,1,0,11,0,5,0,0,15,0,0,0,0,1,1,3,12,11,5,0,0,0,6,4,3,3,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Religious and Ethical Considerations,12,0.7425,0.7550,0.0000,0.0000,12,2,4,0,6,2,3,0,1,6,2,6,2,2,0,0,10,0,2,0,0,11,0,0,1,0,0,0,4,8,6,6,0,0,0,2,1,3,4,2,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Local Social and Political Context,11,0.7336,0.7400,0.0000,0.0909,11,0,7,0,4,0,7,0,0,4,4,5,2,0,0,0,5,1,5,0,2,7,0,0,1,0,1,0,1,10,8,3,0,0,0,3,1,4,0,1,1,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Cultural and Social Context,Relevance to Local Customs and Traditions,94,0.7378,0.7500,0.0000,0.0213,94,13,28,2,51,13,32,0,4,45,25,46,15,6,2,0,46,10,38,1,6,70,1,2,4,4,6,4,20,70,55,39,0,0,3,26,20,20,21,2,2,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Economic and Business Context,Local Business and Economic Context,17,0.7235,0.7400,0.2353,0.0000,17,2,6,1,8,2,4,0,0,11,5,8,2,2,0,0,9,2,6,0,1,15,0,0,1,0,0,0,5,12,8,9,0,0,0,6,1,5,4,0,1,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Economic and Business Context,Local Technological and Market Trends,4,0.7300,0.7250,0.2500,0.0000,4,1,1,0,2,1,2,0,0,1,0,4,0,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,4,1,3,0,0,1,1,1,1,0,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Education and Knowledge,Local Education and Academic Needs,19,0.7095,0.7400,0.0526,0.0000,19,0,7,0,12,0,1,0,1,17,11,6,1,1,0,0,12,0,7,1,2,12,0,0,0,1,3,0,3,16,9,10,0,0,0,7,0,7,5,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Education and Knowledge,Local Knowledge and Information,92,0.7329,0.7500,0.0543,0.0109,92,9,37,4,42,9,25,0,3,55,31,41,13,6,1,0,54,7,31,0,4,73,1,1,1,2,10,5,21,66,48,43,1,0,2,29,17,29,13,1,0,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Entertainment and Pop Culture,Local Entertainment and Pop Culture,2,0.7450,0.7450,0.5000,0.0000,2,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Entertainment and Pop Culture,Local Humor and Slang,13,0.6962,0.7100,0.0769,0.0000,13,1,4,1,7,1,2,0,0,10,4,5,1,3,0,0,6,1,6,1,1,10,0,0,0,0,1,1,4,8,4,9,0,0,0,3,2,3,3,2,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Environmental and Geographical Context,Local Environmental and Geographical Context,5,0.7260,0.7300,0.0000,0.0000,5,0,1,0,4,0,1,0,0,4,2,0,2,0,1,0,4,0,1,0,0,3,0,0,2,0,0,0,1,4,1,4,0,0,1,1,0,2,1,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Environmental and Geographical Context,Local Infrastructure and Public Services,3,0.7433,0.7500,0.3333,0.0000,3,0,2,0,1,0,2,0,0,1,2,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1,1,1,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Environmental and Geographical Context,Local Travel and Tourism,8,0.7488,0.7500,0.2500,0.0000,8,0,4,0,4,0,5,0,0,3,5,3,0,0,0,0,5,1,2,0,0,8,0,0,0,0,0,1,3,4,3,5,0,0,0,2,0,1,4,0,0,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Health and Medical Context,Local Health and Medical Context,4,0.7350,0.7500,0.0000,0.0000,4,1,0,0,3,1,1,0,0,2,3,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,3,1,3,0,0,0,2,0,0,2,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Language and Communication,Local Context for Improved Communication,29,0.7086,0.7300,0.0000,0.0345,29,3,9,0,17,3,3,0,0,23,11,12,3,1,2,0,15,7,7,1,0,26,0,0,0,0,2,1,8,20,15,13,1,0,1,13,4,4,7,0,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Language and Communication,Local Language and Dialects,133,0.7168,0.7500,0.0301,0.0000,133,20,40,5,68,20,30,0,3,80,46,55,14,16,2,0,78,10,45,1,3,108,0,3,2,5,11,8,39,86,61,70,2,0,5,47,29,23,21,3,4,1
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Legal and Regulatory Context,Local Legal and Regulatory Context,15,0.7200,0.7400,0.0000,0.0000,15,1,7,2,5,1,7,0,0,7,5,7,2,1,0,0,9,1,5,0,1,10,0,0,0,1,3,0,4,11,11,3,1,0,0,6,3,3,2,1,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Personalization and User Experience,Global vs. Local Perspective,193,0.5368,0.5800,0.0155,0.2435,193,20,71,25,77,20,52,1,5,115,42,88,42,17,4,0,110,26,57,3,12,147,3,2,5,7,14,5,55,133,103,89,0,1,4,60,23,64,25,8,9,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Personalization and User Experience,Local Context for Specific Queries,99,0.6985,0.7100,0.0404,0.0101,99,12,30,8,49,12,30,0,6,51,26,44,18,8,3,0,55,10,34,1,2,75,1,0,5,5,10,5,24,70,47,50,1,1,2,31,16,29,18,1,2,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Personalization and User Experience,Local Personalization for Enhanced User Experience,33,0.6994,0.7300,0.0606,0.0000,33,3,10,2,18,3,16,0,1,13,11,13,6,3,0,0,14,2,17,0,5,26,0,0,1,0,1,0,9,24,14,18,1,0,2,14,7,5,2,0,3,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Personalization and User Experience,Personalization and User Preferences,276,0.6835,0.7100,0.0978,0.0217,276,26,86,13,151,26,70,0,10,170,94,118,36,22,6,0,158,19,99,4,16,225,2,0,7,6,16,16,81,179,139,135,2,0,3,126,35,61,38,7,4,2
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Uncategorized,Other,77,0.6103,0.6900,0.1429,0.0519,77,6,21,7,43,6,21,0,8,42,18,35,13,8,3,0,35,6,36,2,10,57,1,0,1,3,3,8,16,53,31,45,1,0,3,24,4,27,17,2,0,0
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,Uncategorized,Uninformative answer,178,0.4315,0.3500,0.1292,0.2360,178,17,66,23,72,17,43,0,14,104,49,78,32,15,1,3,94,26,58,7,13,131,3,0,6,11,7,26,46,106,95,77,2,4,1,63,15,52,35,7,2,3
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Bias and Impartiality,Bias and impartiality,33,0.5309,0.5300,0.0000,0.5758,33,2,12,3,16,2,9,0,0,22,10,13,6,4,0,0,18,4,11,1,0,27,0,0,2,0,3,2,10,21,17,16,0,0,0,13,5,7,5,1,1,1
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Bias and Impartiality,Politics and political opinions,106,0.5414,0.5400,0.0000,0.5189,106,11,36,5,54,11,35,0,5,55,33,45,17,8,2,1,61,11,34,2,12,72,0,0,9,4,7,5,28,73,53,51,1,1,5,36,13,28,10,7,4,3
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Ethical and Moral Concerns,Advice requiring professional expertise,36,0.5372,0.5400,0.0000,0.5278,36,2,12,0,22,2,8,0,3,23,16,12,2,5,1,0,19,5,12,0,0,28,1,0,2,0,5,1,8,27,17,18,1,0,0,12,8,6,8,1,1,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Ethical and Moral Concerns,Ethical and moral issues,45,0.5387,0.5400,0.0000,0.5556,45,3,16,3,23,3,15,0,0,27,11,19,7,4,2,2,21,7,17,0,5,33,0,1,0,2,4,0,10,35,22,23,0,0,2,14,10,9,6,2,2,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Ethical and Moral Concerns,Taboo and controversial topics,33,0.5342,0.5400,0.0000,0.3939,33,1,11,3,18,1,10,0,4,18,10,17,4,2,0,0,16,3,14,0,1,24,1,0,2,1,4,3,7,23,19,14,0,0,1,15,5,10,2,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Financial and Legal Advice,Financial advice and personal finance,24,0.5446,0.5450,0.0000,0.5000,24,2,7,1,14,2,11,0,2,9,8,11,3,2,0,0,12,3,9,0,1,20,0,1,1,0,1,1,5,18,9,15,0,0,0,8,9,4,3,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Financial and Legal Advice,Legal advice and law-related topics,24,0.5404,0.5400,0.0000,0.4583,24,2,6,1,15,2,10,0,1,11,9,9,4,1,0,1,13,1,10,0,1,21,0,1,1,0,0,1,4,19,9,14,1,0,1,5,10,3,4,1,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Health and Medical Advice,Medical advice and health issues,45,0.5409,0.5400,0.0000,0.5778,45,4,13,3,25,4,13,0,3,25,15,21,5,4,0,0,26,3,16,1,0,34,1,0,4,0,5,5,12,28,17,27,1,0,0,15,11,12,4,1,2,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Health and Medical Advice,Mental health and psychological advice,14,0.5421,0.5400,0.0000,0.3571,14,0,2,2,10,0,1,0,1,12,3,9,1,0,1,0,7,5,2,0,0,11,0,0,1,0,2,0,2,12,12,1,1,0,0,5,3,2,2,0,2,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Advice that could cause harm or danger,113,0.5414,0.5400,0.0000,0.7080,113,7,43,8,55,7,21,0,4,81,29,59,13,9,3,0,62,8,43,2,5,84,0,0,5,4,13,6,27,80,62,48,2,1,2,39,14,33,17,3,5,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Drugs and substance abuse,25,0.5352,0.5400,0.0000,0.6000,25,1,10,1,13,1,10,0,0,14,7,10,5,0,1,2,9,2,14,2,2,15,0,0,1,2,3,2,6,17,9,15,1,0,0,10,2,7,5,0,1,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Harmful or violent behavior,121,0.5469,0.5500,0.0000,0.6529,121,8,54,12,47,8,31,0,7,75,32,52,27,8,2,0,66,19,36,1,12,82,2,0,5,6,13,4,32,85,63,57,1,0,1,42,8,45,18,4,3,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Hate speech and offensive language,63,0.5363,0.5400,0.0000,0.6667,63,1,24,4,34,1,20,0,1,41,13,31,10,7,1,1,35,8,20,1,2,50,1,0,1,4,4,4,14,45,29,32,0,2,0,27,11,14,9,0,1,1
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Illegal activities and crime,121,0.5418,0.5400,0.0000,0.5372,121,8,44,15,54,8,34,0,5,74,31,51,19,13,5,2,60,10,51,2,17,75,1,0,5,13,8,10,37,74,70,49,1,1,3,44,6,52,10,4,2,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Self-harm and suicide,55,0.5455,0.5500,0.0000,0.7091,55,2,23,8,22,2,15,0,0,38,13,24,11,5,1,1,27,11,17,1,2,42,1,0,3,3,3,3,11,41,30,24,1,0,1,18,4,16,11,2,3,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Illegal and Harmful Activities,Violence and weapons,38,0.5455,0.5500,0.0263,0.6316,38,5,14,2,17,5,7,0,4,22,8,20,5,4,1,0,19,6,13,1,5,25,1,0,0,3,3,1,10,27,15,23,0,0,1,13,2,14,5,1,1,1
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Personal and Family Matters,Marriage and marital advice,20,0.5325,0.5300,0.0000,0.2000,20,0,6,0,14,0,6,0,1,13,7,6,3,3,1,0,10,5,5,0,0,19,0,0,0,0,1,2,7,11,12,8,0,0,1,10,2,2,5,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Personal and Family Matters,Personal relationships and family matters,60,0.5358,0.5400,0.0000,0.5167,60,6,18,2,34,6,11,0,3,40,19,26,9,3,3,0,35,9,16,2,2,48,1,0,3,2,2,4,19,37,34,25,0,1,3,25,12,10,7,1,1,1
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Privacy and Data Protection,Privacy and personal data,19,0.5305,0.5300,0.0000,0.4737,19,3,5,2,9,3,2,0,2,12,5,6,7,0,1,0,6,0,13,0,5,13,0,0,1,0,0,4,2,13,8,11,0,0,0,10,2,5,2,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Caste and social hierarchy,10,0.5380,0.5450,0.0000,0.5000,10,1,2,1,6,1,6,0,0,3,4,3,1,2,0,0,6,0,4,0,0,10,0,0,0,0,0,2,3,5,6,4,0,0,0,1,8,1,0,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Cultural appropriation and stereotypes,7,0.5357,0.5400,0.0000,0.8571,7,0,3,0,4,0,2,0,1,4,3,2,1,1,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,7,3,4,0,0,0,2,2,2,1,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Cultural disrespect and insensitivity,72,0.5336,0.5350,0.0278,0.6250,72,5,21,1,45,5,29,1,1,36,23,33,8,8,0,0,39,7,26,2,1,57,1,1,1,3,6,6,14,52,35,37,0,0,1,17,24,10,18,1,1,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Gender identity and sexual orientation,23,0.5183,0.5200,0.0000,0.3478,23,0,4,1,18,0,4,0,0,19,2,9,6,4,2,0,15,0,8,0,2,18,0,0,1,1,1,1,10,12,11,12,0,0,0,14,1,5,3,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Racism and discrimination,74,0.5399,0.5400,0.0000,0.5405,74,4,27,6,37,4,22,1,3,44,18,28,17,8,3,0,31,8,35,0,4,53,2,1,2,3,9,7,20,47,42,31,1,0,3,27,9,22,10,1,2,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Religion and religious beliefs,184,0.5298,0.5300,0.0109,0.4674,184,14,53,8,109,14,62,0,7,101,52,73,33,22,3,1,121,15,48,7,4,150,1,4,5,5,8,9,48,127,88,95,0,1,2,45,49,24,52,4,5,3
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Sensitive cultural and traditional practices,47,0.5323,0.5300,0.0000,0.4043,47,5,10,0,32,5,10,0,2,30,21,18,5,3,0,0,29,1,17,1,0,46,0,0,0,0,0,3,12,32,22,25,0,0,1,18,13,4,11,0,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Sensitive historical and geopolitical issues,19,0.5342,0.5400,0.0000,0.4211,19,0,7,2,10,0,6,0,3,10,8,7,2,2,0,0,10,0,9,0,0,14,0,1,0,2,2,3,4,12,12,7,0,0,1,5,4,7,0,2,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Sensitive Cultural and Social Issues,Sexual content and nudity,91,0.5236,0.5200,0.0220,0.5495,91,6,31,2,52,6,21,0,4,60,24,39,19,6,2,1,53,12,26,1,9,74,1,0,2,2,2,7,36,48,47,44,0,0,3,53,8,17,9,1,0,0
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Uncategorized,Other,92,0.5242,0.5300,0.0978,0.2826,92,10,22,10,50,10,28,0,3,51,31,39,16,5,0,1,45,13,34,2,8,72,0,0,1,0,9,7,22,63,44,47,1,0,3,35,14,22,16,0,1,1
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",Uncategorized,Uninformative answer,158,0.4914,0.4900,0.0823,0.2342,158,12,70,19,57,12,46,0,13,87,48,58,34,15,3,0,79,18,61,2,14,120,4,0,6,6,6,15,39,104,72,82,2,2,5,44,10,61,26,8,3,1
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analytical and Logical Approaches,Breaking down complex problems into smaller parts,112,0.5564,0.5600,0.0982,0.0089,112,9,41,8,54,9,38,0,5,60,45,43,14,8,2,0,63,9,40,1,5,96,0,0,3,4,3,3,38,71,47,64,1,0,1,33,15,34,21,5,3,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analytical and Logical Approaches,Evaluating pros and cons of solutions,46,0.5472,0.5600,0.1304,0.0217,46,3,20,4,19,3,15,0,6,22,10,17,12,5,2,0,26,6,14,0,5,34,0,0,0,4,3,4,10,32,21,25,0,0,1,18,5,16,4,2,0,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analytical and Logical Approaches,Focusing on root cause analysis,78,0.5587,0.5600,0.0256,0.0128,78,6,25,4,43,6,18,0,5,49,27,34,4,8,4,1,44,9,25,1,7,63,0,0,1,3,3,4,28,46,40,38,0,0,1,37,7,15,16,1,1,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analytical and Logical Approaches,Gathering and analyzing data,77,0.5612,0.5600,0.0779,0.0000,77,3,27,10,37,3,16,0,3,55,20,34,12,8,3,0,36,14,27,0,3,58,0,0,4,6,6,4,22,51,38,39,0,0,0,32,11,22,9,2,1,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Analytical and Logical Approaches,Utilizing logical and critical thinking,83,0.5510,0.5600,0.1446,0.0000,83,5,36,2,40,5,25,0,1,52,31,34,13,3,2,0,49,6,28,0,10,59,2,2,2,6,2,6,26,51,39,44,0,0,2,32,13,24,9,2,1,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Addressing issues through democratic processes,20,0.5150,0.5000,0.0000,0.0000,20,1,9,0,10,1,9,0,1,9,5,10,2,3,0,0,10,2,8,0,2,8,1,0,4,0,5,1,3,16,10,10,0,0,0,7,0,10,3,0,0,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Community discussions and meetings,188,0.5316,0.5400,0.1383,0.0053,188,8,58,13,109,8,50,1,8,121,48,91,30,17,2,0,96,20,72,1,11,151,1,2,7,3,12,16,41,131,99,86,2,1,6,61,35,42,36,3,4,1
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Delegating tasks and responsibilities,14,0.5600,0.5700,0.0714,0.0000,14,0,4,0,10,0,4,0,0,10,6,4,2,1,1,0,7,4,3,0,1,12,0,0,0,1,0,0,3,11,5,8,1,0,0,3,2,6,1,0,2,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Ensuring transparency and open communication,27,0.5193,0.5200,0.1481,0.0000,27,2,11,3,11,2,9,0,1,15,4,15,4,4,0,0,12,2,13,1,2,20,0,0,0,0,4,0,7,20,15,12,0,0,0,6,3,14,3,0,0,1
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Incorporating diverse perspectives,52,0.5290,0.5350,0.1154,0.0000,52,4,18,7,23,4,15,1,0,32,12,22,10,6,1,1,31,2,19,0,4,40,0,0,0,3,5,1,17,34,31,19,2,0,1,14,10,16,8,1,2,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Involving local leaders or authorities,40,0.5150,0.5150,0.0750,0.0250,40,2,5,1,32,2,6,0,0,32,10,17,7,6,0,0,22,3,15,1,1,33,1,0,1,0,3,2,15,23,25,15,0,0,0,26,2,5,5,1,1,0
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,Community Engagement and Collaboration,Prioritizing consensus and collaboration,115,0.5357,0.5400,0.2087,0.0087,115,11,39,9,56,11,32,0,3,69,31,54,16,13,1,0,62,11,42,1,5,88,0,1,7,1,12,6,29,80,57,58,0,0,5,42,16,25,22,2,3,0
